test,type,interactions,elapsed_time,find_type
test_base,memalloc,1211,0.008000,worst_fit
test_base,memalloc,1211,0.012000,null
test_base,std,1211,0.003000,std
test_base,memalloc,1221,0.011000,first_fit
test_base,memalloc,1221,0.008000,worst_fit
test_base,memalloc,1221,0.007000,null
test_base,std,1221,0.002000,std
test_base,memalloc,1231,0.007000,first_fit
test_base,memalloc,1231,0.009000,worst_fit
test_base,memalloc,1231,0.007000,null
test_base,std,1231,0.001000,std
test_base,memalloc,1241,0.008000,first_fit
test_base,memalloc,1241,0.008000,worst_fit
test_base,memalloc,1241,0.009000,null
test_base,std,1241,0.001000,std
test_base,memalloc,1251,0.007000,first_fit
test_base,memalloc,1251,0.007000,worst_fit
test_base,memalloc,1251,0.008000,null
test_base,std,1251,0.002000,std
test_base,memalloc,1261,0.009000,first_fit
test_base,memalloc,1261,0.008000,worst_fit
test_base,memalloc,1261,0.007000,null
test_base,std,1261,0.001000,std
test_base,memalloc,1271,0.007000,first_fit
test_base,memalloc,1271,0.009000,worst_fit
test_base,memalloc,1271,0.007000,null
test_base,std,1271,0.002000,std
test_base,memalloc,1281,0.007000,first_fit
test_base,memalloc,1281,0.007000,worst_fit
test_base,memalloc,1281,0.007000,null
test_base,std,1281,0.001000,std
test_base,memalloc,1291,0.009000,first_fit
test_base,memalloc,1291,0.007000,worst_fit
test_base,memalloc,1291,0.008000,null
test_base,std,1291,0.001000,std
test_base,memalloc,1301,0.008000,first_fit
test_base,memalloc,1301,0.007000,worst_fit
test_base,memalloc,1301,0.008000,null
test_base,std,1301,0.001000,std
test_base,memalloc,1311,0.009000,first_fit
test_base,memalloc,1311,0.008000,worst_fit
test_base,memalloc,1311,0.008000,null
test_base,std,1311,0.002000,std
test_base,memalloc,1321,0.010000,first_fit
test_base,memalloc,1321,0.008000,worst_fit
test_base,memalloc,1321,0.010000,null
test_base,std,1321,0.002000,std
test_base,memalloc,1331,0.008000,first_fit
test_base,memalloc,1331,0.008000,worst_fit
test_base,memalloc,1331,0.008000,null
test_base,std,1331,0.002000,std
test_base,memalloc,1341,0.012000,first_fit
test_base,memalloc,1341,0.009000,worst_fit
test_base,memalloc,1341,0.010000,null
test_base,std,1341,0.002000,std
test_base,memalloc,1351,0.011000,first_fit
test_base,memalloc,1351,0.010000,worst_fit
test_base,memalloc,1351,0.009000,null
test_base,std,1351,0.002000,std
test_base,memalloc,1361,0.007000,first_fit
test_base,memalloc,1361,0.011000,worst_fit
test_base,memalloc,1361,0.008000,null
test_base,std,1361,0.002000,std
test_base,memalloc,1371,0.008000,first_fit
test_base,memalloc,1371,0.007000,worst_fit
test_base,memalloc,1371,0.008000,null
test_base,std,1371,0.001000,std
test_base,memalloc,1381,0.007000,first_fit
test_base,memalloc,1381,0.009000,worst_fit
test_base,memalloc,1381,0.007000,null
test_base,std,1381,0.002000,std
test_base,memalloc,1391,0.007000,first_fit
test_base,memalloc,1391,0.007000,worst_fit
test_base,memalloc,1391,0.007000,null
test_base,std,1391,0.001000,std
test_base,memalloc,1401,0.007000,first_fit
test_base,memalloc,1401,0.008000,worst_fit
test_base,memalloc,1401,0.007000,null
test_base,std,1401,0.001000,std
test_base,memalloc,1411,0.007000,first_fit
test_base,memalloc,1411,0.007000,worst_fit
test_base,memalloc,1411,0.007000,null
test_base,std,1411,0.002000,std
